"file","import_line"
"apps/web/src/app/(site)/page.tsx","import { buildHomeStructuredData } from '@/lib/jsonLdSite'"
"apps/web/src/app/(site)/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/page.tsx","import { getHeroItems } from '@/lib/tmdb'"
"apps/web/src/app/(site)/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { Share2 } from 'lucide-react'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import Image from 'next/image'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import Link from 'next/link'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { notFound, redirect } from 'next/navigation'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { cache, type ReactNode, Suspense } from 'react'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { MovieShareButton } from '@/components/MovieDetailPage/MovieShareButton'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { PersonFilmographyStream } from '@/components/PersonFilmography/PersonFilmographyStream'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { PersonPhotosRail } from '@/components/PersonPhotosRail/PersonPhotosRail'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { buildJsonLdPerson } from '@/lib/jsonLdPerson'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { personCreditDetailPath } from '@/lib/personCredits'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { getPersonCreditsCached, getPersonImagesCached } from '@/lib/personPageDataCache'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { personPath, resolvePersonIdFromParam } from '@/lib/slug'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { containsCyrillic } from '@/lib/textScript'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import { getImageUrl, getPersonPageData, type PersonPageDetail } from '@/lib/tmdb'"
"apps/web/src/app/(site)/person/[id]/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/privacy/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/privacy/page.tsx","import Link from 'next/link'"
"apps/web/src/app/(site)/privacy/page.tsx","import { LegalDocument, LegalNote } from '@/components/LegalDocument/LegalDocument'"
"apps/web/src/app/(site)/privacy/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/privacy/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/privacy/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/profile/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/profile/page.tsx","import { ProfilePage } from '@/components/ProfilePage/ProfilePage'"
"apps/web/src/app/(site)/profile/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/profile/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/register/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/register/page.tsx","import { RegisterForm } from '@/components/RegisterForm/RegisterForm'"
"apps/web/src/app/(site)/register/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/register/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/register/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/search/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/search/page.tsx","import { redirect } from 'next/navigation'"
"apps/web/src/app/(site)/search/page.tsx","import { SearchPageClient } from '@/components/SearchPage/SearchPageClient'"
"apps/web/src/app/(site)/search/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/search/page.tsx","import { buildEntityCanonicalHref } from '@/lib/entitySearch'"
"apps/web/src/app/(site)/search/page.tsx","import { buildSearchSnippetTemplate } from '@/lib/seoSnippetTemplates'"
"apps/web/src/app/(site)/search/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/search/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/series/[id]/page.tsx","import { getTopSeriesIdsForStaticParams } from '@/lib/tmdb'"
"apps/web/src/app/(site)/series/[id]/page.tsx","import { generateTvSeriesDetailMetadata, TvSeriesDetailPageApp } from '@/lib/tvSeriesDetailRoute'"
"apps/web/src/app/(site)/series/[id]/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/series/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/series/page.tsx","import { MosaicHeroLcpPreload } from '@/components/MosaicHeroLcpPreload'"
"apps/web/src/app/(site)/series/page.tsx","import { MoviesDiscoverPage } from '@/components/MoviesDiscoverPage/MoviesDiscoverPage'"
"apps/web/src/app/(site)/series/page.tsx","import { buildCollectionPageStructuredData } from '@/lib/jsonLdSite'"
"apps/web/src/app/(site)/series/page.tsx","import { buildDiscoverHubSnippetTemplate } from '@/lib/seoSnippetTemplates'"
"apps/web/src/app/(site)/series/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/series/page.tsx","import {"
"apps/web/src/app/(site)/series/page.tsx","import {"
"apps/web/src/app/(site)/series/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/settings/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/settings/page.tsx","import Link from 'next/link'"
"apps/web/src/app/(site)/settings/page.tsx","import { LegalDocument, LegalNote } from '@/components/LegalDocument/LegalDocument'"
"apps/web/src/app/(site)/settings/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/settings/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/settings/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/terms/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/terms/page.tsx","import Link from 'next/link'"
"apps/web/src/app/(site)/terms/page.tsx","import { LegalDocument, LegalNote } from '@/components/LegalDocument/LegalDocument'"
"apps/web/src/app/(site)/terms/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/terms/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/terms/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import Link from 'next/link'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { notFound } from 'next/navigation'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { jsonLdMainEntityId, jsonLdYoutubeVideoId } from '@/lib/jsonLdEntity'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { getMoviePageDataShellCached } from '@/lib/moviePageDataCache'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { buildWatchSeoTitle } from '@/lib/seoTitles'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import { moviePath } from '@/lib/slug'"
"apps/web/src/app/(site)/trailer/[id]/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/tvshow/[id]/page.tsx","import { generateTvSeriesDetailMetadata, TvSeriesDetailPageApp } from '@/lib/tvSeriesDetailRoute'"
"apps/web/src/app/(site)/tvshow/[id]/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/tvshows/[id]/page.tsx","import { generateTvSeriesDetailMetadata, TvSeriesDetailPageApp } from '@/lib/tvSeriesDetailRoute'"
"apps/web/src/app/(site)/tvshows/[id]/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/tvshows/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/tvshows/page.tsx","import { MosaicHeroLcpPreload } from '@/components/MosaicHeroLcpPreload'"
"apps/web/src/app/(site)/tvshows/page.tsx","import { MoviesDiscoverPage } from '@/components/MoviesDiscoverPage/MoviesDiscoverPage'"
"apps/web/src/app/(site)/tvshows/page.tsx","import { buildCollectionPageStructuredData } from '@/lib/jsonLdSite'"
"apps/web/src/app/(site)/tvshows/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/tvshows/page.tsx","import {"
"apps/web/src/app/(site)/tvshows/page.tsx","import {"
"apps/web/src/app/(site)/tvshows/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/ui-kit/layout.tsx","import { JetBrains_Mono } from 'next/font/google'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { Badge } from '@repo/ui/badge'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { Input } from '@repo/ui/input'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { Skeleton } from '@repo/ui/skeleton'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { CardsGrid } from '@/components/CardsGrid/CardsGrid'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/(site)/ui-kit/page.tsx","import styles from './page.module.css'"
"apps/web/src/app/(site)/watchlist/page.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/(site)/watchlist/page.tsx","import { WatchlistPage } from '@/components/WatchlistPage/WatchlistPage'"
"apps/web/src/app/(site)/watchlist/page.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/(site)/watchlist/page.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/app/_shells/DetailShell.tsx","import type { ReactNode } from 'react'"
"apps/web/src/app/_shells/DetailShell.tsx","import { DetailAppChrome } from '@/components/AppChrome/DetailAppChrome'"
"apps/web/src/app/_shells/SiteShell.tsx","import type { ReactNode } from 'react'"
"apps/web/src/app/_shells/SiteShell.tsx","import { AppChrome } from '@/components/AppChrome/AppChrome'"
"apps/web/src/app/_shells/SiteShell.tsx","import { DesignThemeProvider } from '@/components/DesignThemeProvider/DesignThemeProvider'"
"apps/web/src/app/_shells/SiteShell.tsx","import { PerformanceMonitor } from '@/components/PerformanceMonitor/PerformanceMonitor'"
"apps/web/src/app/api/auth/[...nextauth]/route.ts","import NextAuth from 'next-auth'"
"apps/web/src/app/api/auth/[...nextauth]/route.ts","import CredentialsProvider from 'next-auth/providers/credentials'"
"apps/web/src/app/api/auth/[...nextauth]/route.ts","import GitHubProvider from 'next-auth/providers/github'"
"apps/web/src/app/api/auth/[...nextauth]/route.ts","import GoogleProvider from 'next-auth/providers/google'"
"apps/web/src/app/api/cartoons-discover/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/cartoons-discover/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/cartoons-discover/route.ts","import {"
"apps/web/src/app/api/discover/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/discover/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/discover/route.ts","import {"
"apps/web/src/app/api/random-movie/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/random-movie/route.ts","import { FETCH_REVALIDATE_RANDOM_MOVIE } from '@/lib/cachePolicy'"
"apps/web/src/app/api/random-movie/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/revalidate/route.ts","import { revalidateTag } from 'next/cache'"
"apps/web/src/app/api/revalidate/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/revalidate/route.ts","import {"
"apps/web/src/app/api/search/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/search/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/seo/indexnow/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/seo/indexnow/route.ts","import { runIndexNowPipeline } from '@/lib/indexnowPipeline'"
"apps/web/src/app/api/seo/indexnow/route.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/api/series-discover/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/series-discover/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/series-discover/route.ts","import {"
"apps/web/src/app/api/tv/[id]/season/[seasonNumber]/route.ts","import { NextResponse } from 'next/server'"
"apps/web/src/app/api/tv/[id]/season/[seasonNumber]/route.ts","import { ROUTE_REVALIDATE_MEDIA_DETAIL } from '@/lib/cachePolicy'"
"apps/web/src/app/api/tv/[id]/seasons/route.ts","import { NextResponse } from 'next/server'"
"apps/web/src/app/api/tv/[id]/seasons/route.ts","import { ROUTE_REVALIDATE_MEDIA_DETAIL } from '@/lib/cachePolicy'"
"apps/web/src/app/api/tvshows-discover/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/tvshows-discover/route.ts","import { checkRateLimit, getRequestIp } from '@/lib/rateLimit'"
"apps/web/src/app/api/tvshows-discover/route.ts","import {"
"apps/web/src/app/api/watchlist-items/route.ts","import type { MediaType } from '@repo/types'"
"apps/web/src/app/api/watchlist-items/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/watchlist-items/route.ts","import { detailPathForMedia } from '@/lib/slug'"
"apps/web/src/app/api/watchlist-items/route.ts","import { getMoviePageDataShell, getTvPageDataShell } from '@/lib/tmdb'"
"apps/web/src/app/api/watchlist-movies/route.ts","import { NextRequest, NextResponse } from 'next/server'"
"apps/web/src/app/api/watchlist-movies/route.ts","import { getMoviePageDataShell } from '@/lib/tmdb'"
"apps/web/src/app/error.tsx","import { useEffect } from 'react'"
"apps/web/src/app/error.tsx","import styles from './error.module.css'"
"apps/web/src/app/icon.tsx","import { ImageResponse } from 'next/og'"
"apps/web/src/app/indexnow-key/route.ts","import { NextResponse } from 'next/server'"
"apps/web/src/app/layout.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/layout.tsx","import { Inter, Plus_Jakarta_Sans } from 'next/font/google'"
"apps/web/src/app/layout.tsx","import { headers } from 'next/headers'"
"apps/web/src/app/layout.tsx","import { ServiceWorkerRegistration } from '@/components/ServiceWorkerRegistration'"
"apps/web/src/app/layout.tsx","import { SEO_CONTACT_EMAIL, SEO_LAST_REVIEWED_AT, SEO_PUBLISHER_NAME } from '@/lib/seoFreshness'"
"apps/web/src/app/layout.tsx","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/layout.tsx","import '@/styles/globals.css'"
"apps/web/src/app/layout.tsx","import '@/styles/design-tokens.generated.css'"
"apps/web/src/app/layout.tsx","import '@/styles/tailwind.css'"
"apps/web/src/app/layout.tsx","import '@/styles/base.css'"
"apps/web/src/app/layout.tsx","import '@/styles/keyframes-motion.css'"
"apps/web/src/app/layout.tsx","import '@/styles/app-layers.css'"
"apps/web/src/app/llms.txt/route.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/loading.tsx","import { MediaShelfSkeletonLight } from '@/components/MediaShelf/MediaShelfSkeletonLight'"
"apps/web/src/app/loading.tsx","import styles from './loading.module.css'"
"apps/web/src/app/manifest.ts","import type { MetadataRoute } from 'next'"
"apps/web/src/app/not-found.tsx","import type { Metadata } from 'next'"
"apps/web/src/app/not-found.tsx","import { EmptyState } from '@/components/EmptyState/EmptyState'"
"apps/web/src/app/not-found.tsx","import { WebPageJsonLd } from '@/components/WebPageJsonLd/WebPageJsonLd'"
"apps/web/src/app/opengraph-image.tsx","import { ImageResponse } from 'next/og'"
"apps/web/src/app/opengraph-image.tsx","import { fontWeight, layoutWidth, letterSpacing, lineHeight } from '@/theme/tokens/size'"
"apps/web/src/app/robots.ts","import type { MetadataRoute } from 'next'"
"apps/web/src/app/robots.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/sitemap.ts","import { statSync } from 'node:fs'"
"apps/web/src/app/sitemap.ts","import { join } from 'node:path'"
"apps/web/src/app/sitemap.ts","import type { MetadataRoute } from 'next'"
"apps/web/src/app/sitemap.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/app/sitemap.ts","import { fetchDiscoverUrlsForSitemap } from '@/lib/sitemapDiscoverUrls'"
"apps/web/src/app/sitemap.ts","import { chunkSitemapEntries, toSitemapIds } from '@/lib/sitemapUtils'"
"apps/web/src/components/AppChrome/AppChrome.tsx","import dynamic from 'next/dynamic'"
"apps/web/src/components/AppChrome/AppChrome.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/AppChrome/AppChrome.tsx","import { SessionProvider } from '@/components/Providers/SessionProvider'"
"apps/web/src/components/AppChrome/AppChrome.tsx","import { ToastProvider } from '@/components/Toast/Toast'"
"apps/web/src/components/AppChrome/AppChrome.tsx","import('@/components/DeferredAppChrome/DeferredAppChrome').then((m) => m.DeferredRippleScroll),"
"apps/web/src/components/AppChrome/AppChrome.tsx","import('@/components/NavigationProgress/NavigationProgress').then((m) => m.NavigationProgress),"
"apps/web/src/components/AppChrome/DetailAppChrome.tsx","import dynamic from 'next/dynamic'"
"apps/web/src/components/AppChrome/DetailAppChrome.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/AppChrome/DetailAppChrome.tsx","import { SessionProvider } from '@/components/Providers/SessionProvider'"
"apps/web/src/components/AppChrome/DetailAppChrome.tsx","import { ToastProvider } from '@/components/Toast/Toast'"
"apps/web/src/components/BackToTop/BackToTop.tsx","import { useCallback, useEffect, useState } from 'react'"
"apps/web/src/components/BackToTop/BackToTop.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/BackToTop/BackToTop.tsx","import styles from './BackToTop.module.css'"
"apps/web/src/components/CardsGrid/CardsGrid.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/CardsGrid/CardsGrid.tsx","import { gridColumnClasses, gridGapClasses } from '@/classes'"
"apps/web/src/components/CardsGrid/CardsGrid.tsx","import type { GridColumnKey, GridGapKey } from '@/theme/tokens/size'"
"apps/web/src/components/CountrySelect/CountrySelect.tsx","import * as Flags from 'country-flag-icons/react/3x2'"
"apps/web/src/components/CountrySelect/CountrySelect.tsx","import { useEffect, useRef, useState } from 'react'"
"apps/web/src/components/CountrySelect/CountrySelect.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/CountrySelect/CountrySelect.tsx","import styles from './CountrySelect.module.css'"
"apps/web/src/components/DeferredAppChrome/DeferredAppChrome.tsx","import { BackToTop } from '@/components/BackToTop/BackToTop'"
"apps/web/src/components/DeferredAppChrome/DeferredAppChrome.tsx","import { Ripple } from '@/components/Ripple/Ripple'"
"apps/web/src/components/DeferredAppChrome/DeferredAppChrome.tsx","import { ScrollProgressBar } from '@/components/ScrollProgressBar/ScrollProgressBar'"
"apps/web/src/components/DesignThemeProvider/DesignThemeProvider.tsx","import { applyTheme, createTheme } from '@web-loom/design-core/utils'"
"apps/web/src/components/DesignThemeProvider/DesignThemeProvider.tsx","import { useEffect } from 'react'"
"apps/web/src/components/DesignThemeProvider/DesignThemeProvider.tsx","import {"
"apps/web/src/components/EmptyState/EmptyState.tsx","import Link from 'next/link'"
"apps/web/src/components/EmptyState/EmptyState.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/EmptyState/EmptyState.tsx","import styles from './EmptyState.module.css'"
"apps/web/src/components/FadeInView/FadeInView.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/Footer/Footer.tsx","import { ExternalLink, Play } from 'lucide-react'"
"apps/web/src/components/Footer/Footer.tsx","import Link from 'next/link'"
"apps/web/src/components/Footer/Footer.tsx","import { FadeInView } from '@/components/FadeInView/FadeInView'"
"apps/web/src/components/Footer/Footer.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/Footer/Footer.tsx","import styles from './Footer.module.css'"
"apps/web/src/components/Footer/Footer.tsx","import {"
"apps/web/src/components/Footer/FooterClient.tsx","import { ArrowRight } from 'lucide-react'"
"apps/web/src/components/Footer/FooterClient.tsx","import { usePathname } from 'next/navigation'"
"apps/web/src/components/Footer/FooterClient.tsx","import { useCallback, useEffect, useRef, useState } from 'react'"
"apps/web/src/components/Footer/FooterClient.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/Footer/FooterClient.tsx","import styles from './Footer.module.css'"
"apps/web/src/components/Header/Header.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/components/Header/Header.tsx","import Image from 'next/image'"
"apps/web/src/components/Header/Header.tsx","import Link from 'next/link'"
"apps/web/src/components/Header/Header.tsx","import { usePathname, useRouter } from 'next/navigation'"
"apps/web/src/components/Header/Header.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/Header/Header.tsx","import { useCallback, useEffect, useRef, useState } from 'react'"
"apps/web/src/components/Header/Header.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/Header/Header.tsx","import { SearchBar } from '@/components/SearchBar/SearchBar'"
"apps/web/src/components/Header/Header.tsx","import { clearUser, getUser } from '@/lib/auth-client'"
"apps/web/src/components/Header/Header.tsx","import { getNextSelectionIndex } from './drawerSearch.utils'"
"apps/web/src/components/Header/Header.tsx","import styles from './Header.module.css'"
"apps/web/src/components/Header/Header.tsx","import { HeaderBreadcrumb, HeaderContextTint, useNavKeyboard } from './HeaderExtras'"
"apps/web/src/components/Header/HeaderExtras.tsx","import Link from 'next/link'"
"apps/web/src/components/Header/HeaderExtras.tsx","import { usePathname } from 'next/navigation'"
"apps/web/src/components/Header/HeaderExtras.tsx","import { useEffect } from 'react'"
"apps/web/src/components/Header/HeaderExtras.tsx","import styles from './Header.module.css'"
"apps/web/src/components/Header/drawerSearch.utils.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/components/Header/drawerSearch.utils.test.ts","import { getNextSelectionIndex, hasLikelySessionCookie } from './drawerSearch.utils'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import Image from 'next/image'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import Link from 'next/link'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import { useCallback, useEffect, useLayoutEffect, useRef, useState } from 'react'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import { createPortal } from 'react-dom'"
"apps/web/src/components/HeroSection/HeroSection.tsx","import styles from './HeroSection.module.css'"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","import Link from 'next/link'"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","import { MediaShelf } from '@/components/MediaShelf/MediaShelf'"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","import { PopularActorsShelf } from '@/components/PopularActorsShelf/PopularActorsShelf'"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","import {"
"apps/web/src/components/HomeDiscoverShelves/HomeDiscoverShelves.tsx","import styles from './HomeDiscoverShelves.module.css'"
"apps/web/src/components/HomeDiscoverShelves/HomeShelvesFallback.tsx","import { MediaShelfSkeletonLight } from '@/components/MediaShelf/MediaShelfSkeletonLight'"
"apps/web/src/components/HomeLcpPreloadLinks.tsx","import type { HeroItem, ShelfItem } from '@/lib/tmdb'"
"apps/web/src/components/HomeLcpPreloadLinks.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/LegalDocument/LegalDocument.tsx","import type { ReactNode } from 'react'"
"apps/web/src/components/LegalDocument/LegalDocument.tsx","import styles from './LegalDocument.module.css'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import { Button } from '@repo/ui/button'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import Link from 'next/link'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import { useRouter } from 'next/navigation'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import { useState } from 'react'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import iconSlot from '@/components/IconSlot/iconSlot.module.css'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import { parseStoredUser, saveUser } from '@/lib/auth-client'"
"apps/web/src/components/LoginForm/LoginForm.tsx","import styles from './LoginForm.module.css'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import type { MediaType } from '@repo/types'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import { Calendar, Clock } from 'lucide-react'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import Image from 'next/image'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import Link from 'next/link'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import {"
"apps/web/src/components/MediaCard/MediaCard.tsx","import { usePrefersReducedMotion } from '@/hooks/usePrefersReducedMotion'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import type { PosterFocalPercent } from '@/lib/posterFaceFocalPoint'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import { detectPosterFocalPoint } from '@/lib/posterFaceFocalPoint'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import { detailPathForShelfItem } from '@/lib/slug'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import type { CardSizeKey } from '@/theme/tokens/size'"
"apps/web/src/components/MediaCard/MediaCard.tsx","import styles from './MediaCard.module.css'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import Link from 'next/link'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import { useCallback, useEffect, useId, useRef, useState } from 'react'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import { MediaCard } from '@/components/MediaCard/MediaCard'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import { ShelfRevealShell } from '@/components/ShelfRevealShell/ShelfRevealShell'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import type { ShelfItem } from '@/lib/tmdb'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import type { CardSizeKey } from '@/theme/tokens/size'"
"apps/web/src/components/MediaShelf/MediaShelf.tsx","import styles from './MediaShelf.module.css'"
"apps/web/src/components/MediaShelf/MediaShelfSkeletonLight.tsx","import shelfStyles from './MediaShelf.module.css'"
"apps/web/src/components/MediaShelf/MediaShelfSkeletonLight.tsx","import lightStyles from './MediaShelfSkeletonLight.module.css'"
"apps/web/src/components/MovieDetailPage/HeroLcpPreloadLinks.tsx","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/components/MovieDetailPage/MovieCastSection.tsx","import { Users } from 'lucide-react'"
